NAME,Total Pop (#)_2012,Total HH (#)_2012,Home: Owner_2012,Home: Renter_2012,Race: White_2012,Race: Black/AA_2012,Race: AI/Alaskan_2012,Race: Asian_2012,Race: Hawaiian/PI_2012,Race: Other_2012,Ethnicty: Hisp._2012,Ethnicity: Non-Hisp._2012,Edu: < 9th grade_2012,"Edu: HS, no diploma_2012",Edu: HS Diploma_2012,Edu: Associate's Degree_2012,Edu: Bachelor's Degree_2012,Edu: Grad/Prof Degree_2012,Median HH Income ($)_2012,Age: 18+_2012,Age: 65+_2012,tract,Total Pop (#)_2017,Total HH (#)_2017,Home: Owner_2017,Home: Renter_2017,Race: White_2017,Race: Black/AA_2017,Race: AI/Alaskan_2017,Race: Asian_2017,Race: Hawaiian/PI_2017,Race: Other_2017,Ethnicty: Hisp._2017,Ethnicity: Non-Hisp._2017,Edu: < 9th grade_2017,"Edu: HS, no diploma_2017",Edu: HS Diploma_2017,Edu: Associate's Degree_2017,Edu: Bachelor's Degree_2017,Edu: Grad/Prof Degree_2017,Median HH Income ($)_2017,Age: 18+_2017,Age: 65+_2017,Total Pop (#)_2022,Total HH (#)_2022,Home: Owner_2022,Home: Renter_2022,Race: White_2022,Race: Black/AA_2022,Race: AI/Alaskan_2022,Race: Asian_2022,Race: Hawaiian/PI_2022,Race: Other_2022,Ethnicty: Hisp._2022,Ethnicity: Non-Hisp._2022,Edu: < 9th grade_2022,"Edu: HS, no diploma_2022",Edu: HS Diploma_2022,Edu: Associate's Degree_2022,Edu: Bachelor's Degree_2022,Edu: Grad/Prof Degree_2022,Median HH Income ($)_2022,Age: 18+_2022,Age: 65+_2022
"Census Tract 8263.03, Cook County, Illinois",4136.0,1347.0,88.5,11.5,5.5,94.7,0.0,0.4,0.0,0.0,1.4,98.6,2.8,3.5,22.6,7.6,20.4,12.2,64886.0,71.5,9.4,826303,4631.0,1362.0,69.3,30.7,7.0,93.1,1.4,1.7,0.0,0.0,0.5,99.5,2.5,7.0,29.0,9.3,15.7,6.9,45904.0,73.6,12.5,3835,1182,82.3,17.7,0.0,0.0,0.0,1.7,3835,2.4,0.0,92.4,1.7,8.6,25.2,5.8,13.8,8.7,58269,75.7,16.3
"Census Tract 8273, Cook County, Illinois",3416.0,1003.0,53.1,46.9,11.2,84.5,0.1,0.0,0.6,4.1,9.3,90.7,8.7,12.2,42.0,5.3,8.7,1.2,32301.0,60.3,7.4,827300,2898.0,1055.0,39.6,60.4,12.5,77.6,3.7,4.5,0.0,6.1,15.0,85.0,5.0,7.2,48.3,3.6,3.6,1.2,17891.0,73.3,15.2,2339,844,40.8,59.2,0.0,5.6,0.0,8.6,2339,14.1,0.0,69.3,6.1,12.8,43.7,2.0,9.4,8.1,22269,69.5,22.7
"Census Tract 8285.03, Cook County, Illinois",4469.0,1321.0,80.0,20.0,36.9,61.7,0.8,0.0,0.0,2.3,8.5,91.5,4.9,11.5,29.5,8.9,11.1,4.2,56156.0,67.3,7.5,828503,4877.0,1601.0,60.8,39.2,27.0,70.4,0.0,1.3,0.0,4.8,12.1,87.9,2.1,12.2,44.9,8.8,8.3,2.0,40018.0,68.0,10.3,4749,1531,54.8,45.2,1.1,0.4,0.4,7.5,4749,10.4,0.0,68.6,0.6,3.8,39.8,6.4,15.7,1.5,51972,71.7,8.5
"Census Tract 6404, Cook County, Illinois",3317.0,1256.0,79.5,20.5,79.1,0.2,0.2,0.0,0.0,21.6,35.0,65.0,6.6,6.5,33.9,9.9,6.9,5.1,66042.0,74.2,16.2,640400,3874.0,1205.0,81.2,18.8,80.9,10.5,4.4,1.4,0.0,16.2,40.3,59.7,4.5,10.4,46.5,8.3,11.7,6.9,78730.0,75.4,11.9,3467,1169,93.8,6.2,0.3,0.2,0.0,17.2,3467,41.8,2.0,1.9,6.6,6.6,39.8,8.4,16.4,2.4,72839,75.3,13.0
"Census Tract 6604, Cook County, Illinois",5415.0,1461.0,52.8,47.2,26.0,4.5,0.4,0.0,0.2,69.3,91.1,8.9,29.3,17.8,31.6,3.1,3.2,0.8,35259.0,63.2,6.9,660400,6319.0,1447.0,61.9,38.1,37.7,1.8,0.0,0.0,0.1,60.5,91.6,8.4,29.1,11.2,32.4,4.2,8.7,0.9,45550.0,67.5,6.2,4614,1469,60.0,40.0,3.2,0.5,1.2,53.9,4614,95.0,1.3,1.6,23.2,11.7,40.0,3.6,11.4,1.0,45071,78.9,10.9
"Census Tract 6608, Cook County, Illinois",6058.0,1707.0,38.3,61.7,6.2,53.5,0.4,0.0,0.0,40.6,43.6,56.4,17.9,19.5,35.6,1.7,4.3,1.0,32289.0,66.1,3.4,660800,5109.0,1642.0,37.4,62.6,17.8,54.5,1.0,1.6,0.3,28.3,42.6,57.4,14.7,11.4,32.7,5.2,6.0,2.7,37690.0,70.9,9.0,5728,2147,32.1,67.9,2.3,1.9,0.6,24.6,5728,46.5,2.1,48.4,10.1,10.4,44.7,3.9,7.8,4.4,38973,73.2,14.6
"Census Tract 6713, Cook County, Illinois",2322.0,658.0,50.3,49.7,3.2,97.9,1.1,0.0,0.0,0.0,0.0,100.0,7.8,26.5,22.5,11.3,7.5,0.6,29265.0,74.6,10.2,671300,2078.0,606.0,42.9,57.1,0.7,95.8,0.6,0.0,0.0,4.1,4.1,95.9,4.5,16.9,45.4,3.8,4.5,3.8,31429.0,76.4,15.8,1607,699,49.9,50.1,0.0,0.0,0.0,2.2,1607,6.5,2.4,93.5,6.5,10.1,50.1,5.0,4.6,0.5,27316,88.7,30.1
"Census Tract 8253.02, Cook County, Illinois",5850.0,2172.0,71.6,28.4,91.9,0.8,0.0,2.4,0.0,5.3,15.3,84.7,0.9,7.8,29.4,8.6,20.5,4.8,66832.0,76.9,12.5,825302,6230.0,2290.0,62.6,37.4,78.0,16.5,0.0,2.7,0.0,3.6,14.5,85.5,7.7,3.3,28.4,10.2,11.2,11.5,61331.0,78.4,12.4,5714,2232,72.4,27.6,1.1,4.5,0.0,6.2,5714,13.6,1.2,12.4,3.2,4.7,20.9,17.3,21.0,10.6,85800,77.4,11.3
"Census Tract 8265, Cook County, Illinois",6410.0,2082.0,67.8,32.2,5.2,94.1,1.1,0.5,0.0,0.3,0.6,99.4,3.9,9.5,32.1,5.5,12.0,4.8,45379.0,73.3,9.1,826500,6508.0,1963.0,64.4,35.6,7.4,92.4,0.1,1.0,0.0,1.5,4.1,95.9,5.4,12.5,25.6,8.1,9.3,6.2,41847.0,71.6,12.2,5608,2045,70.6,29.4,0.5,0.4,0.2,0.2,5608,0.6,0.1,91.5,2.1,12.2,28.3,14.3,9.8,4.4,46380,74.9,16.2
"Census Tract 8267, Cook County, Illinois",5310.0,1957.0,42.9,57.1,5.2,94.8,1.2,0.0,0.0,0.0,0.2,99.8,2.0,9.2,31.6,9.5,14.2,2.0,39133.0,74.9,5.3,826700,5227.0,2214.0,39.4,60.6,3.8,96.9,0.4,0.0,0.0,0.0,1.3,98.7,1.3,10.4,36.1,7.0,11.2,3.4,30170.0,73.8,8.5,4420,1731,39.8,60.2,0.3,0.1,0.0,0.0,4420,1.7,1.7,93.4,2.8,6.5,38.5,5.3,10.3,7.0,34984,74.8,11.5
"Census Tract 8271, Cook County, Illinois",2745.0,843.0,41.8,58.2,6.3,88.9,4.4,3.1,0.0,3.7,0.0,100.0,3.5,11.3,30.0,6.3,14.4,1.2,27095.0,71.7,9.6,827100,2476.0,1100.0,38.7,61.3,4.5,85.5,0.0,7.0,0.0,4.9,4.9,95.1,3.1,8.6,41.7,9.2,9.4,2.1,22500.0,74.0,15.7,2061,886,35.8,64.2,0.5,7.4,0.0,4.6,2061,9.8,0.3,76.2,6.1,7.3,39.3,13.4,9.1,3.3,28942,81.6,18.1
"Census Tract 8280, Cook County, Illinois",4904.0,2024.0,81.1,18.9,65.2,27.5,0.0,0.5,0.0,8.7,17.8,82.2,6.6,8.7,28.3,13.2,9.6,4.9,48354.0,74.9,15.9,828000,4972.0,1912.0,64.2,35.8,58.2,35.4,1.6,0.1,0.0,7.4,15.9,84.1,3.7,6.7,35.5,6.9,13.5,5.5,40391.0,80.9,15.7,5292,2101,63.9,36.1,2.1,3.2,0.0,3.7,5292,16.2,1.3,39.9,2.0,5.2,26.3,12.8,17.4,10.8,61330,76.4,11.9
"Census Tract 8282.02, Cook County, Illinois",4278.0,1780.0,65.2,34.8,57.4,37.5,0.2,0.5,0.0,6.1,12.4,87.6,3.2,3.9,31.5,9.4,14.5,6.4,50369.0,76.5,13.6,828202,4425.0,1897.0,64.5,35.5,54.1,41.8,0.0,4.3,0.0,2.0,10.8,89.2,1.8,2.9,30.9,13.0,18.0,6.5,61067.0,81.8,16.5,5188,1925,58.6,41.4,0.5,1.4,0.0,7.5,5188,11.8,0.3,52.4,3.1,8.8,32.3,11.8,15.5,7.6,51658,78.5,13.0
"Census Tract 8293.02, Cook County, Illinois",3807.0,1181.0,44.7,55.3,22.1,71.3,1.8,0.7,0.0,9.1,23.8,76.2,6.6,16.0,35.4,10.5,4.8,1.9,26563.0,67.1,11.7,829302,4012.0,1277.0,29.1,70.9,10.0,60.8,0.0,0.0,0.0,31.8,31.5,68.5,11.0,20.6,19.6,5.7,8.9,4.7,22370.0,69.0,13.7,3471,1103,45.9,54.1,0.3,0.0,0.0,32.8,3471,42.4,7.6,48.6,8.7,11.3,36.5,8.2,4.0,3.0,45369,81.0,11.1
"Census Tract 3009, Cook County, Illinois",3718.0,1089.0,29.8,70.2,76.5,1.5,0.0,0.1,0.0,21.9,93.7,6.3,38.5,16.5,32.1,3.2,2.0,0.1,24127.0,71.9,6.3,300900,4382.0,1275.0,18.0,82.0,50.8,4.2,2.0,0.0,0.0,45.2,92.6,7.4,40.7,17.5,22.2,5.5,4.7,0.7,27859.0,71.7,5.3,3982,1531,48.2,51.8,0.2,0.0,0.0,64.5,3982,92.2,0.0,0.0,21.6,19.0,30.5,4.4,5.9,1.6,30395,80.0,23.4
"Census Tract 3012, Cook County, Illinois",3974.0,1086.0,27.2,72.8,77.4,5.5,2.5,0.6,0.6,14.1,88.1,11.9,47.5,12.5,18.3,1.9,7.6,3.2,35918.0,72.2,5.7,301200,3435.0,1048.0,25.9,74.1,43.4,10.6,1.5,1.7,0.0,43.9,84.8,15.2,25.9,17.5,30.9,2.9,7.8,1.8,26076.0,63.8,6.2,5119,1427,25.4,74.6,0.6,0.8,0.0,45.8,5119,78.3,2.7,13.1,22.7,9.7,39.3,4.6,9.7,2.4,38319,70.6,9.8
"Census Tract 311, Cook County, Illinois",4131.0,2150.0,27.5,72.5,62.6,9.4,0.9,21.3,0.3,7.2,15.9,84.1,5.1,4.1,14.7,9.6,32.0,23.0,49955.0,89.6,8.0,31100,4666.0,2297.0,23.9,76.1,73.7,4.2,0.3,12.6,0.0,12.2,20.4,79.6,8.0,2.9,12.8,5.0,41.6,17.6,65462.0,93.0,13.4,4685,2737,17.2,82.8,0.3,10.2,0.0,5.5,4685,11.7,1.3,6.7,2.0,1.1,9.2,5.9,36.5,31.8,77672,90.9,10.6
"Census Tract 501, Cook County, Illinois",2366.0,1186.0,44.9,55.1,88.8,3.8,0.0,8.4,0.0,0.8,12.3,87.7,1.1,2.1,10.0,2.6,49.8,19.6,72750.0,82.6,6.1,50100,2711.0,1124.0,42.6,57.4,88.0,3.5,1.4,9.4,0.5,1.3,8.4,91.6,3.7,3.9,6.2,2.2,43.0,30.6,95750.0,79.2,7.7,2769,1173,37.7,62.3,0.0,7.5,0.4,4.7,2769,5.4,0.6,2.2,1.7,1.4,1.7,3.7,44.6,35.9,119622,79.8,4.3
"Census Tract 507, Cook County, Illinois",1509.0,720.0,61.4,38.6,97.2,1.1,0.0,0.6,0.0,2.3,12.8,87.2,0.3,6.9,7.8,1.8,41.2,29.3,89268.0,83.9,3.4,50700,1593.0,674.0,69.9,30.1,94.9,1.1,0.3,4.7,0.0,0.8,3.3,96.7,0.0,3.1,4.1,1.0,42.1,42.4,128676.0,79.4,5.8,1501,692,57.2,42.8,0.0,3.9,1.1,7.9,1501,11.2,0.0,0.0,0.3,0.7,3.6,0.0,53.7,34.7,115787,82.3,6.7
"Census Tract 621, Cook County, Illinois",3215.0,1550.0,34.3,65.7,84.4,0.8,0.0,12.3,0.3,3.9,6.2,93.8,0.8,1.1,5.3,4.1,41.7,28.5,78750.0,93.1,4.0,62100,3740.0,1797.0,33.4,66.6,88.6,3.7,0.0,9.8,0.0,0.2,8.6,91.4,1.6,1.3,5.1,3.9,48.4,29.0,91375.0,93.2,7.0,3521,1906,30.3,69.7,0.0,9.8,0.0,2.0,3521,6.8,0.8,3.4,3.3,0.0,6.5,2.8,51.7,32.0,96510,95.1,6.8
"Census Tract 6201, Cook County, Illinois",4701.0,1181.0,82.6,17.4,63.0,4.3,1.3,1.7,0.0,31.4,80.3,19.7,21.2,10.3,35.6,7.0,9.4,1.3,49659.0,70.9,7.4,620100,4782.0,1204.0,74.9,25.1,45.0,0.0,6.9,5.0,0.0,44.5,86.4,13.6,17.4,7.9,42.9,8.6,8.8,2.7,51296.0,72.2,10.1,4400,1204,82.4,17.6,5.0,7.0,0.0,37.9,4400,84.4,5.3,0.0,16.8,12.8,32.2,7.7,8.5,3.3,66447,79.7,7.6
"Census Tract 6308, Cook County, Illinois",6889.0,1659.0,58.5,41.5,58.8,2.9,1.1,1.6,0.0,36.9,92.1,7.9,39.5,11.7,27.3,3.2,5.7,1.3,34300.0,68.6,5.8,630800,7616.0,1753.0,58.5,41.5,39.7,4.8,0.0,0.3,0.0,56.3,93.1,6.9,29.3,12.3,35.7,5.2,3.7,2.0,42855.0,67.1,6.0,6358,1723,71.2,28.8,4.2,0.3,1.6,58.6,6358,95.3,2.6,1.6,18.5,12.9,39.2,2.7,13.1,1.5,57538,70.8,9.6
"Census Tract 6407, Cook County, Illinois",3173.0,1031.0,82.9,17.1,65.1,2.1,0.2,2.0,0.0,35.2,60.7,39.3,11.6,13.0,29.9,6.4,16.3,1.4,59162.0,71.7,8.5,640700,3644.0,1100.0,76.3,23.7,71.3,2.3,1.3,0.8,0.0,29.2,61.6,38.4,9.9,9.6,40.7,8.8,11.6,4.3,49938.0,68.7,9.6,3237,1019,76.7,23.3,1.0,0.0,0.0,42.4,3237,73.6,2.8,0.7,8.7,7.5,40.4,9.5,18.9,1.2,65529,73.4,12.6
"Census Tract 8231.01, Cook County, Illinois",4449.0,1683.0,77.4,22.6,91.3,0.7,0.2,4.6,0.0,6.4,12.2,87.8,3.7,7.8,40.9,9.0,15.7,3.7,57125.0,80.5,10.0,823101,4414.0,1597.0,69.4,30.6,95.2,3.4,0.0,2.2,0.0,0.5,5.5,94.5,2.7,9.7,36.8,8.5,12.0,4.5,48964.0,75.3,12.8,4312,1708,58.4,41.6,0.2,4.0,0.3,5.5,4312,10.9,0.2,2.0,1.9,9.8,37.4,13.2,9.8,5.9,49425,78.9,15.2
"Census Tract 8233.02, Cook County, Illinois",6062.0,2589.0,46.5,53.5,57.7,30.8,0.0,2.1,0.0,10.3,23.6,76.4,5.9,12.0,32.0,9.6,9.9,3.7,48836.0,76.3,14.3,823302,6374.0,2469.0,40.3,59.7,54.0,38.0,3.1,0.0,0.0,7.6,18.1,81.9,3.3,11.0,33.7,6.9,11.9,2.6,48391.0,76.6,13.8,6038,2470,53.1,46.9,2.0,1.9,0.0,15.5,6038,25.3,0.3,28.5,5.4,6.9,32.5,6.3,9.9,10.7,49336,72.9,15.8
"Census Tract 8237.03, Cook County, Illinois",7647.0,2814.0,76.5,23.5,85.8,1.1,0.4,12.0,0.0,4.1,9.0,91.0,6.2,12.9,38.1,7.2,14.8,5.7,48039.0,71.8,9.3,823703,7657.0,2804.0,68.3,31.7,90.0,1.1,0.0,8.9,0.0,1.0,13.8,86.2,7.3,6.5,40.1,8.0,11.9,6.6,53000.0,73.8,9.4,9079,2928,68.1,31.9,1.0,7.9,0.0,5.3,9079,22.2,0.8,3.4,9.9,8.6,33.6,11.4,12.7,5.4,62337,69.1,11.0
"Census Tract 8237.04, Cook County, Illinois",4149.0,1354.0,93.3,6.7,93.6,1.8,0.2,2.0,0.6,6.3,13.8,86.2,5.8,8.6,29.4,7.1,18.2,8.3,75929.0,80.0,17.0,823704,4306.0,1343.0,93.4,6.6,95.2,1.2,0.0,1.8,0.0,2.6,12.7,87.3,3.0,4.5,32.4,10.9,21.5,8.4,86482.0,77.7,13.8,3950,1365,94.8,5.2,1.1,1.5,0.0,8.9,3950,15.6,1.5,6.3,3.5,6.1,25.9,15.2,19.4,7.4,94109,75.3,12.3
