,NAME,Home: Owner,Home: Renter,Race: White,Race: Black/AA,Race: AI/Alaskan,Race: Asian,Race: Hawaiian/PI,Race: Other,Ethnicty: Hisp.,Ethnicity: Non-Hisp.,Edu: < 9th grade,"Edu: HS, no diploma",Edu: HS Diploma,Edu: Associate's Degree,Edu: Bachelor's Degree,Edu: Grad/Prof Degree,Median HH Income ($),Age: 18+,Age: 65+,state,county,tract
843,"Census Tract 6709, Cook County, Illinois",52.7,47.3,2.0,99.1,0.9,0.0,0.0,0.0,0.0,100.0,3.7,13.6,32.3,9.1,5.3,4.8,34167.0,77.4,16.7,17,031,670900
844,"Census Tract 6913, Cook County, Illinois",61.6,38.4,0.0,100.0,0.0,0.0,0.0,0.0,0.3,99.7,1.3,7.7,31.7,10.8,16.4,10.0,44083.0,74.7,19.7,17,031,691300
845,"Census Tract 4307, Cook County, Illinois",17.5,82.5,5.8,95.5,0.0,0.0,0.0,2.1,2.4,97.6,6.8,6.3,17.7,6.6,10.6,15.3,30315.0,79.2,15.1,17,031,430700
846,"Census Tract 4904, Cook County, Illinois",74.7,25.3,0.0,98.6,0.0,1.4,0.0,0.0,0.0,100.0,5.7,3.7,23.8,4.2,17.4,7.5,54327.0,79.3,14.0,17,031,490400
847,"Census Tract 8241.06, Cook County, Illinois",84.5,15.5,88.0,4.1,0.1,6.7,0.0,5.9,12.1,87.9,1.4,2.8,26.7,10.4,23.9,15.8,78468.0,80.3,14.7,17,031,824106
848,"Census Tract 8068.02, Cook County, Illinois",77.5,22.5,63.7,6.1,0.0,29.9,0.0,0.2,2.6,97.4,7.4,2.9,10.5,7.8,28.9,25.8,76557.0,78.4,18.9,17,031,806802
849,"Census Tract 8094, Cook County, Illinois",37.2,62.8,73.2,4.4,0.0,22.6,0.0,0.8,2.8,97.2,0.6,2.1,4.9,2.2,39.1,42.3,45509.0,93.6,18.5,17,031,809400
850,"Census Tract 6103, Cook County, Illinois",32.7,67.3,69.2,6.6,4.9,2.6,0.0,24.1,87.5,12.5,38.3,17.7,26.1,1.4,2.3,4.9,32128.0,68.8,5.0,17,031,610300
851,"Census Tract 6118, Cook County, Illinois",35.3,64.7,23.3,67.5,0.5,0.3,0.7,10.0,26.8,73.2,20.7,7.2,39.8,5.3,3.6,1.0,26902.0,59.6,3.5,17,031,611800
852,"Census Tract 6812, Cook County, Illinois",25.7,74.3,0.6,96.3,1.7,0.0,0.0,1.8,0.0,100.0,8.5,20.9,23.5,11.0,4.2,3.4,15110.0,60.2,6.3,17,031,681200
853,"Census Tract 7110, Cook County, Illinois",57.3,42.7,1.5,98.5,0.0,0.3,0.0,0.0,1.2,98.8,5.9,15.5,34.4,4.3,2.3,2.7,32898.0,76.4,16.5,17,031,711000
854,"Census Tract 8006, Cook County, Illinois",94.4,5.6,98.1,0.6,0.2,1.3,0.0,0.0,2.8,97.2,0.7,0.3,2.1,1.9,37.8,49.9,236250.0,63.1,13.2,17,031,800600
855,"Census Tract 8043.05, Cook County, Illinois",78.5,21.5,70.8,3.2,1.0,5.5,0.3,22.1,32.1,67.9,6.2,6.2,36.3,7.2,15.2,4.1,68356.0,73.0,6.5,17,031,804305
856,"Census Tract 8099, Cook County, Illinois",60.9,39.1,89.7,2.5,0.3,8.9,0.0,0.0,4.3,95.7,0.0,0.0,1.7,0.8,31.6,60.4,109092.0,80.3,11.4,17,031,809900
857,"Census Tract 8117.02, Cook County, Illinois",76.0,24.0,64.3,1.6,1.1,7.1,0.0,28.3,51.3,48.7,16.9,11.1,37.8,6.2,8.8,1.3,57176.0,76.3,10.4,17,031,811702
858,"Census Tract 8160, Cook County, Illinois",34.6,65.4,66.8,30.2,0.0,2.5,0.0,1.1,7.6,92.4,2.7,1.1,24.8,6.6,29.9,16.3,52315.0,82.6,13.0,17,031,816000
859,"Census Tract 8194, Cook County, Illinois",70.9,29.1,84.2,1.9,0.9,4.0,0.0,10.2,24.4,75.6,1.7,6.1,27.1,10.4,18.7,9.9,66017.0,75.1,8.5,17,031,819400
860,"Census Tract 2109, Cook County, Illinois",48.8,51.2,64.1,8.3,0.0,6.4,0.0,24.9,59.2,40.8,11.9,9.2,16.7,7.4,19.5,11.3,54188.0,78.3,7.0,17,031,210900
861,"Census Tract 2602, Cook County, Illinois",11.7,88.3,1.8,98.2,0.0,0.0,0.0,0.0,1.3,98.7,5.8,14.3,48.7,4.1,2.7,1.0,25987.0,62.0,11.1,17,031,260200
862,"Census Tract 8155, Cook County, Illinois",77.8,22.2,65.7,1.6,1.9,1.0,0.0,32.4,64.8,35.2,12.5,9.9,34.8,7.5,12.0,3.7,55669.0,68.2,11.8,17,031,815500
863,"Census Tract 8180, Cook County, Illinois",71.1,28.9,42.2,46.3,1.6,0.8,0.0,10.8,16.3,83.7,6.8,9.2,37.4,6.7,13.6,3.4,53163.0,79.2,17.4,17,031,818000
864,"Census Tract 6408, Cook County, Illinois",87.4,12.6,57.9,4.0,0.0,2.8,0.0,38.0,76.2,23.8,7.8,5.5,41.3,3.9,11.1,6.7,52348.0,69.7,4.3,17,031,640800
865,"Census Tract 8229, Cook County, Illinois",76.1,23.9,95.4,1.4,0.0,0.5,0.0,2.7,28.5,71.5,4.5,12.8,31.1,7.9,9.3,2.1,54693.0,74.0,11.1,17,031,822900
866,"Census Tract 8239.04, Cook County, Illinois",94.5,5.5,96.8,0.4,0.0,3.3,0.0,0.0,6.2,93.8,1.3,1.8,26.7,4.4,25.2,19.0,71991.0,83.5,32.4,17,031,823904
867,"Census Tract 8264.02, Cook County, Illinois",81.4,18.6,11.2,87.6,1.2,0.0,0.0,2.0,5.0,95.0,1.2,7.4,31.3,5.1,16.0,4.2,57198.0,75.6,10.7,17,031,826402
868,"Census Tract 8294.01, Cook County, Illinois",47.3,52.7,3.9,97.0,0.0,0.0,0.0,2.7,7.7,92.3,8.5,21.1,32.1,2.6,4.6,2.1,20982.0,61.5,13.5,17,031,829401
869,"Census Tract 8033, Cook County, Illinois",52.2,47.8,89.1,0.3,0.7,9.2,0.0,2.7,10.3,89.7,3.5,3.3,19.0,4.1,29.3,23.9,54017.0,79.6,14.3,17,031,803300
870,"Census Tract 8036.05, Cook County, Illinois",78.5,21.5,82.1,6.6,1.3,10.5,0.0,2.7,12.9,87.1,6.8,3.2,16.4,7.6,33.2,18.8,96929.0,74.7,11.0,17,031,803605
871,"Census Tract 2718, Cook County, Illinois",7.3,92.7,2.0,98.0,0.0,0.0,0.0,0.0,0.0,100.0,13.7,4.8,43.3,4.1,8.9,0.0,30573.0,41.9,2.4,17,031,271800
872,"Census Tract 2808, Cook County, Illinois",18.3,81.7,13.4,88.6,0.0,0.0,0.0,0.0,1.8,98.2,15.2,17.5,26.9,7.7,7.7,1.1,19074.0,75.9,17.3,17,031,280800
873,"Census Tract 2809, Cook County, Illinois",22.4,77.6,4.5,94.8,0.0,0.0,0.0,2.2,4.5,95.5,6.9,15.5,42.5,0.6,3.0,12.2,13516.0,51.8,4.4,17,031,280900
874,"Census Tract 2819, Cook County, Illinois",29.2,70.8,60.1,10.8,0.3,30.5,0.4,0.6,2.7,97.3,0.7,0.9,4.7,1.3,44.0,42.7,92321.0,95.8,3.0,17,031,281900
875,"Census Tract 2912, Cook County, Illinois",32.2,67.8,1.1,99.1,1.9,0.0,0.0,0.0,0.0,100.0,8.7,15.2,30.2,3.1,6.4,7.4,19375.0,54.9,5.6,17,031,291200
876,"Census Tract 8039.02, Cook County, Illinois",94.1,5.9,96.4,2.6,0.0,1.2,0.0,0.0,17.7,82.3,4.9,4.7,29.4,8.5,17.9,6.2,68194.0,76.3,14.1,17,031,803902
877,"Census Tract 8175, Cook County, Illinois",40.3,59.7,8.3,83.9,1.9,0.0,0.0,9.3,14.3,85.7,7.3,15.2,33.5,3.7,8.9,4.0,30709.0,73.2,15.7,17,031,817500
878,"Census Tract 8177, Cook County, Illinois",95.3,4.7,5.2,91.4,0.3,0.0,0.0,3.1,8.4,91.6,5.4,13.0,37.0,7.3,10.3,3.0,56603.0,83.9,19.8,17,031,817700
879,"Census Tract 8179, Cook County, Illinois",57.0,43.0,20.9,72.8,0.0,1.3,0.0,5.0,6.7,93.3,5.2,4.8,29.4,7.6,12.6,7.9,47150.0,80.7,13.7,17,031,817900
880,"Census Tract 8214.01, Cook County, Illinois",45.0,55.0,28.4,72.0,0.4,0.0,0.0,0.0,24.9,75.1,11.6,6.7,32.2,9.1,5.6,3.1,38669.0,76.4,10.8,17,031,821401
881,"Census Tract 8201.04, Cook County, Illinois",78.6,21.4,91.5,3.1,0.5,1.3,0.0,5.3,15.9,84.1,3.5,7.1,30.2,4.3,22.9,11.8,61446.0,77.4,16.5,17,031,820104
882,"Census Tract 8202.01, Cook County, Illinois",88.9,11.1,90.5,3.3,0.0,6.4,0.0,1.4,6.9,93.1,3.6,4.1,22.5,6.2,24.1,18.0,86799.0,78.9,15.7,17,031,820201
883,"Census Tract 8212, Cook County, Illinois",45.0,55.0,37.6,52.2,0.2,0.4,0.0,10.8,30.3,69.7,11.8,9.8,35.8,2.7,9.1,4.3,37371.0,74.0,8.8,17,031,821200
884,"Census Tract 8216, Cook County, Illinois",76.0,24.0,48.0,43.4,0.4,0.5,0.0,8.7,14.6,85.4,3.1,8.0,27.8,6.7,18.2,13.1,64134.0,74.1,10.3,17,031,821600
885,"Census Tract 8217, Cook County, Illinois",86.9,13.1,89.1,7.6,0.1,2.2,0.5,1.5,8.3,91.7,1.9,3.7,33.3,8.3,22.4,11.2,73321.0,75.1,14.0,17,031,821700
886,"Census Tract 8221.02, Cook County, Illinois",71.5,28.5,83.4,9.2,0.0,1.1,0.0,6.3,27.1,72.9,5.5,7.4,30.5,6.4,13.7,10.3,71577.0,82.3,22.2,17,031,822102
887,"Census Tract 2226, Cook County, Illinois",25.2,74.8,81.5,7.6,0.0,3.6,0.0,8.6,46.8,53.2,7.5,6.9,28.7,4.4,22.8,11.7,36228.0,84.2,5.2,17,031,222600
888,"Census Tract 2308, Cook County, Illinois",67.4,32.6,52.0,7.5,0.0,0.4,0.0,40.5,81.9,18.1,20.0,6.3,32.2,7.9,24.5,3.2,52667.0,76.3,11.9,17,031,230800
889,"Census Tract 2407, Cook County, Illinois",40.8,59.2,76.2,5.1,0.0,4.2,0.0,15.0,66.7,33.3,21.4,4.4,19.8,4.4,22.1,15.9,55833.0,74.2,5.1,17,031,240700
890,"Census Tract 4610, Cook County, Illinois",23.9,76.1,47.5,47.1,0.0,0.0,0.0,6.0,53.0,47.0,21.3,17.7,30.5,4.9,5.5,2.8,14562.0,76.6,30.1,17,031,461000
891,"Census Tract 4803, Cook County, Illinois",70.4,29.6,1.8,97.1,0.0,0.0,0.0,1.1,4.3,95.7,3.2,10.8,14.8,5.4,19.8,14.3,58429.0,77.2,21.3,17,031,480300
892,"Census Tract 510, Cook County, Illinois",48.4,51.6,83.8,0.0,0.0,11.3,0.0,5.0,10.3,89.7,0.8,2.5,15.2,3.4,43.3,24.0,85625.0,84.9,5.2,17,031,051000
893,"Census Tract 514, Cook County, Illinois",60.5,39.5,89.0,3.5,0.0,6.1,0.0,4.7,21.9,78.1,1.5,3.1,12.2,6.9,37.3,22.9,74655.0,79.6,5.9,17,031,051400
894,"Census Tract 608, Cook County, Illinois",52.9,47.1,71.6,8.7,0.0,17.4,0.0,3.6,6.0,94.0,2.0,1.3,6.8,3.6,46.8,28.5,67820.0,92.7,11.4,17,031,060800
895,"Census Tract 8173, Cook County, Illinois",51.7,48.3,18.1,72.5,0.0,0.9,0.0,9.2,25.3,74.7,15.0,9.4,39.5,7.1,1.8,1.8,36204.0,69.2,8.4,17,031,817300
896,"Census Tract 8191, Cook County, Illinois",53.8,46.2,84.9,2.9,2.1,4.7,0.0,8.4,38.4,61.6,3.0,8.0,30.1,14.5,15.8,6.8,53087.0,79.2,15.1,17,031,819100
897,"Census Tract 8196, Cook County, Illinois",91.8,8.2,95.0,1.5,1.7,3.4,0.0,2.4,9.0,91.0,0.9,1.9,10.8,7.3,36.0,28.3,125982.0,68.5,9.3,17,031,819600
898,"Census Tract 8278.04, Cook County, Illinois",94.9,5.1,15.2,82.4,0.0,1.2,0.0,1.2,1.7,98.3,3.1,1.5,31.2,10.3,21.2,8.7,71250.0,78.0,16.1,17,031,827804
899,"Census Tract 8275, Cook County, Illinois",58.4,41.6,29.5,56.0,0.0,0.0,0.0,15.2,36.0,64.0,8.8,14.8,43.6,4.3,3.8,2.1,32889.0,65.4,8.3,17,031,827500
900,"Census Tract 8278.01, Cook County, Illinois",85.9,14.1,37.7,60.6,0.5,1.9,0.3,0.2,8.0,92.0,6.3,7.2,26.4,4.8,14.4,5.8,57625.0,73.4,19.3,17,031,827801
901,"Census Tract 8285.06, Cook County, Illinois",78.3,21.7,41.5,56.0,0.1,0.3,0.0,3.4,14.0,86.0,3.5,8.4,29.5,8.3,16.4,5.3,44395.0,73.2,11.2,17,031,828506
902,"Census Tract 8291, Cook County, Illinois",42.6,57.4,54.4,15.9,1.7,0.0,0.0,28.8,75.9,24.1,29.2,15.9,30.8,4.6,3.8,0.5,32801.0,64.8,11.0,17,031,829100
903,"Census Tract 8295, Cook County, Illinois",68.5,31.5,60.8,19.5,1.0,2.9,2.5,18.7,36.7,63.3,11.6,5.4,39.1,7.8,6.2,4.4,49653.0,70.3,11.6,17,031,829500
904,"Census Tract 8300.04, Cook County, Illinois",86.5,13.5,15.1,83.6,0.2,1.4,0.0,0.5,1.5,98.5,1.5,7.3,22.7,4.1,22.2,12.8,80137.0,78.0,15.4,17,031,830004
905,"Census Tract 8300.05, Cook County, Illinois",85.2,14.8,29.2,68.5,1.5,2.0,0.0,0.7,0.4,99.6,2.2,6.6,17.5,9.5,26.9,17.0,77321.0,82.9,28.3,17,031,830005
906,"Census Tract 8300.06, Cook County, Illinois",60.4,39.6,38.7,63.6,0.0,0.5,0.3,1.2,3.4,96.6,2.4,2.8,25.4,9.1,20.1,7.8,51420.0,72.2,13.3,17,031,830006
907,"Census Tract 8302.01, Cook County, Illinois",49.4,50.6,21.0,78.5,0.7,2.8,0.0,0.0,7.4,92.6,1.6,3.6,21.7,9.4,24.9,9.4,52241.0,76.2,8.2,17,031,830201
908,"Census Tract 8260, Cook County, Illinois",38.0,62.0,25.3,61.5,0.0,0.2,0.0,13.2,29.7,70.3,7.1,10.9,39.3,5.9,8.7,4.3,36199.0,65.5,6.7,17,031,826000
909,"Census Tract 8261, Cook County, Illinois",76.5,23.5,36.9,55.8,0.7,0.0,0.0,8.4,22.4,77.6,6.6,2.7,32.9,9.7,12.8,4.2,50943.0,66.5,8.0,17,031,826100
910,"Census Tract 8263.04, Cook County, Illinois",60.2,39.8,7.1,93.2,0.7,0.0,0.0,0.5,3.0,97.0,5.5,11.6,27.6,8.9,14.9,5.9,47788.0,75.9,13.0,17,031,826304
911,"Census Tract 626, Cook County, Illinois",65.1,34.9,92.2,0.7,0.0,8.5,0.0,0.9,14.4,85.6,1.9,5.2,6.3,1.2,42.8,40.2,103125.0,76.9,3.1,17,031,062600
912,"Census Tract 710, Cook County, Illinois",40.8,59.2,85.6,4.7,0.3,10.9,0.0,2.2,11.3,88.7,0.1,0.2,2.2,0.8,41.5,45.6,93972.0,93.9,3.3,17,031,071000
913,"Census Tract 901, Cook County, Illinois",89.9,10.1,97.5,0.0,0.4,1.7,0.0,1.1,6.6,93.4,4.5,10.0,17.9,8.0,22.0,17.3,78903.0,80.6,17.7,17,031,090100
914,"Census Tract 1506, Cook County, Illinois",67.7,32.3,73.3,0.2,0.0,5.3,0.0,24.3,38.3,61.7,5.6,8.7,33.7,7.9,16.7,8.3,60609.0,76.2,9.1,17,031,150600
915,"Census Tract 8151, Cook County, Illinois",64.8,35.2,63.0,7.3,0.0,0.5,0.0,31.1,66.1,33.9,14.6,13.2,35.6,4.3,5.7,4.7,46141.0,70.0,13.8,17,031,815100
916,"Census Tract 8181, Cook County, Illinois",95.3,4.7,78.2,6.9,0.4,2.7,0.0,12.2,20.6,79.4,1.4,11.3,24.1,9.7,24.4,9.4,68167.0,78.0,20.0,17,031,818100
917,"Census Tract 1611, Cook County, Illinois",72.3,27.7,84.1,3.3,0.4,14.6,0.0,2.0,15.8,84.2,4.1,2.6,19.9,3.6,32.9,26.4,98704.0,72.6,6.5,17,031,161100
918,"Census Tract 1612, Cook County, Illinois",64.0,36.0,69.1,1.1,0.8,10.8,0.0,19.6,56.6,43.4,11.0,10.2,38.4,5.2,11.1,12.1,59327.0,77.0,5.3,17,031,161200
919,"Census Tract 1702, Cook County, Illinois",75.9,24.1,85.4,0.0,1.9,2.9,0.0,11.8,27.4,72.6,17.1,10.0,28.4,7.0,11.8,7.2,62851.0,86.1,12.6,17,031,170200
920,"Census Tract 2210, Cook County, Illinois",37.0,63.0,78.9,11.0,0.6,1.1,0.0,8.4,70.0,30.0,15.0,14.8,31.5,4.8,15.9,4.0,39792.0,74.7,3.8,17,031,221000
921,"Census Tract 2302, Cook County, Illinois",40.4,59.6,47.5,22.0,11.0,0.0,0.0,34.7,65.8,34.2,21.7,18.5,19.1,2.4,13.7,6.8,52188.0,72.6,7.9,17,031,230200
922,"Census Tract 2305, Cook County, Illinois",26.5,73.5,51.7,10.9,0.5,0.0,0.0,38.9,82.9,17.1,29.4,10.5,41.3,2.1,2.0,0.0,26250.0,67.0,4.3,17,031,230500
923,"Census Tract 2412, Cook County, Illinois",47.8,52.2,68.4,11.5,0.0,13.7,0.0,7.3,14.8,85.2,9.5,7.3,11.7,0.5,37.9,21.5,89183.0,84.7,6.9,17,031,241200
924,"Census Tract 2428, Cook County, Illinois",64.5,35.5,89.4,0.7,0.0,3.0,0.0,6.9,10.1,89.9,4.9,1.0,23.2,9.6,38.3,14.4,61563.0,82.6,7.3,17,031,242800
925,"Census Tract 2432, Cook County, Illinois",44.4,55.6,78.1,0.5,0.0,2.2,0.0,22.3,40.9,59.1,16.3,3.0,8.1,4.9,36.1,23.2,89048.0,83.5,3.1,17,031,243200
926,"Census Tract 2603, Cook County, Illinois",23.7,76.3,2.3,94.3,0.0,0.0,0.0,4.0,4.5,95.5,3.7,9.9,40.9,7.0,5.8,6.8,22609.0,62.1,11.4,17,031,260300
927,"Census Tract 2604, Cook County, Illinois",35.6,64.4,1.5,99.1,0.0,0.1,0.0,0.1,0.1,99.9,5.7,32.3,32.0,1.1,5.4,0.5,22063.0,61.5,13.0,17,031,260400
928,"Census Tract 2610, Cook County, Illinois",40.8,59.2,0.0,99.5,0.0,0.0,0.0,0.5,0.5,99.5,1.3,14.6,30.4,6.1,6.5,0.9,43487.0,61.7,7.8,17,031,261000
929,"Census Tract 2705, Cook County, Illinois",16.6,83.4,5.7,94.2,2.0,0.0,0.0,0.6,3.2,96.8,8.7,27.3,25.4,4.3,11.1,1.9,16554.0,57.8,13.5,17,031,270500
930,"Census Tract 2715, Cook County, Illinois",53.8,46.2,1.0,99.6,0.0,0.0,0.0,0.0,0.0,100.0,2.7,8.7,36.7,10.0,14.6,7.8,29792.0,67.2,9.0,17,031,271500
931,"Census Tract 2306, Cook County, Illinois",30.3,69.7,21.6,31.9,1.4,0.0,0.0,46.5,68.0,32.0,23.7,17.9,32.5,4.9,8.5,0.5,33011.0,64.8,6.2,17,031,230600
932,"Census Tract 2215, Cook County, Illinois",27.2,72.8,83.4,6.7,1.0,6.4,0.0,5.2,43.6,56.4,10.9,7.6,29.0,3.3,22.4,8.3,41771.0,92.9,15.7,17,031,221500
933,"Census Tract 2301, Cook County, Illinois",24.7,75.3,56.6,9.0,0.0,1.3,0.0,33.9,66.8,33.2,23.3,8.3,21.7,4.1,18.1,7.1,37571.0,79.5,5.3,17,031,230100
934,"Census Tract 2403, Cook County, Illinois",50.6,49.4,94.7,0.0,0.0,6.9,0.0,0.5,5.7,94.3,0.6,0.0,1.6,3.6,45.1,35.9,102188.0,82.8,4.1,17,031,240300
